BSSID,Level,Room
52:a5:89:79:19:ab,-110,1
ac:4e:91:61:21:81,-70,1
9c:50:ee:3f:92:40,-110,1
b0:75:d5:5f:d4:57,-78,1
9c:50:ee:3f:93:80,-110,1
9c:50:ee:3f:89:81,-110,1
9c:50:ee:3f:93:a0,-110,1
9c:50:ee:3f:73:01,-110,1
dc:fe:18:58:fd:3a,-110,1
9c:50:ee:3f:91:21,-78,1
9c:50:ee:30:45:c0,-110,1
9c:50:ee:3f:76:40,-110,1
9c:50:ee:3f:90:a1,-110,1
9c:50:ee:3f:7e:61,-110,1
9c:50:ee:3f:79:61,-110,1
9c:50:ee:30:42:20,-110,1
38:46:08:c9:87:0c,-110,1
9c:50:ee:30:3d:c0,-110,1
9c:50:ee:3f:9e:a1,-110,1
b0:75:d5:80:84:cd,-110,1
9c:50:ee:3f:9c:a1,-110,1
9c:50:ee:3f:73:21,-110,1
9c:50:ee:30:3f:c0,-110,1
9c:50:ee:3f:8a:20,-110,1
9c:50:ee:3f:99:c0,-110,1
9c:50:ee:3f:99:01,-110,1
9c:50:ee:3f:71:e0,-110,1
9c:50:ee:3f:8d:a1,-110,1
9c:50:ee:3f:74:21,-110,1
d4:b1:10:ac:62:41,-110,1
a8:58:40:59:ab:e0,-110,1
4c:e6:76:64:df:00,-110,1
9c:50:ee:30:36:80,-110,1
9c:50:ee:3f:74:81,-110,1
9c:50:ee:3f:9e:e1,-64,1
9c:50:ee:3f:90:80,-110,1
9c:50:ee:3f:a2:20,-110,1
9c:50:ee:3f:9e:a0,-110,1
ac:4e:91:61:21:60,-72,1
9c:50:ee:3f:a0:c1,-110,1
d8:c8:e9:52:da:60,-110,1
9c:50:ee:3f:90:81,-110,1
9c:50:ee:3f:a2:21,-110,1
ac:4e:91:49:fc:c1,-87,1
9c:50:ee:3f:98:c1,-110,1
9c:50:ee:3f:90:21,-110,1
9c:50:ee:3f:90:61,-79,1
9c:50:ee:3f:9d:a0,-110,1
9c:50:ee:3f:9c:60,-110,1
ac:4e:91:49:fd:40,-110,1
9c:50:ee:3f:8a:21,-110,1
cc:34:29:6d:f3:56,-79,1
b0:75:d5:5f:d3:b1,-89,1
a8:58:40:59:ac:80,-87,1
9c:50:ee:3f:91:c0,-110,1
9c:50:ee:3f:9f:21,-110,1
9c:50:ee:3f:93:81,-110,1
bc:85:56:78:5b:90,-110,1
9c:50:ee:3f:74:80,-89,1
4c:fa:ca:1f:41:40,-110,1
9c:50:ee:3f:9c:61,-110,1
88:25:93:61:65:78,-110,1
9c:50:ee:30:45:20,-110,1
ac:4e:91:4b:eb:c0,-89,1
9c:50:ee:30:38:c1,-110,1
9c:50:ee:3f:a1:e1,-110,1
9c:50:ee:30:46:20,-110,1
9c:50:ee:30:39:e0,-110,1
00:34:cb:48:94:aa,-110,1
9c:50:ee:3f:90:60,-110,1
a8:58:40:59:b5:01,-110,1
9c:50:ee:3f:90:20,-110,1
9c:50:ee:30:42:21,-88,1
ac:4e:91:61:1f:81,-110,1
0e:18:d6:95:93:1e,-110,1
9c:50:ee:3f:76:41,-110,1
8c:f2:28:27:62:84,-110,1
9c:50:ee:3f:a2:e1,-110,1
ac:4e:91:49:fb:a1,-110,1
9c:50:ee:3f:73:00,-110,1
ac:4e:91:61:20:a1,-110,1
8c:ab:8e:13:aa:3c,-110,1
9c:50:ee:3f:8b:21,-110,1
9c:50:ee:3f:92:a0,-86,1
ac:4e:91:61:20:80,-110,1
9c:50:ee:3f:89:80,-110,1
9c:50:ee:3f:99:c1,-110,1
90:72:40:16:ca:00,-83,1
9c:50:ee:3f:71:81,-110,1
9c:50:ee:30:45:60,-87,1
6e:72:e7:3f:05:1e,-110,1
a4:56:02:f0:35:c3,-110,1
c2:9f:db:e9:97:7b,-110,1
9c:50:ee:3f:91:c1,-110,1
ac:4e:91:61:20:a0,-110,1
0a:18:d6:95:93:1e,-110,1
d2:75:d5:80:84:cd,-110,1
bc:46:99:61:5b:78,-80,1
9c:50:ee:3f:79:60,-110,1
ac:4e:91:49:fb:a0,-81,1
a8:58:40:59:a8:40,-110,1
00:71:cc:2b:d0:7f,-110,1
9c:50:ee:3f:9e:61,-110,1
9c:50:ee:3f:74:20,-110,1
ac:4e:91:61:21:80,-86,1
c8:3a:35:49:60:44,-110,1
80:89:17:e8:e7:f8,-110,1
9c:50:ee:3f:8b:20,-110,1
9c:50:ee:3f:9e:60,-110,1
9c:50:ee:3f:91:20,-110,1
b0:75:d5:80:5c:8c,-110,1
9c:50:ee:3f:8f:e1,-110,1
9c:50:ee:3f:90:a0,-110,1
ac:4e:91:61:1f:80,-110,1
9c:50:ee:30:43:01,-110,1
9c:50:ee:30:30:c0,-110,1
a4:56:02:f0:35:c1,-110,1
b0:75:d5:5f:d4:3b,-110,1
9c:50:ee:3f:71:e1,-89,1
9c:50:ee:3f:99:00,-110,1
9c:50:ee:3f:7e:60,-110,1
9c:50:ee:3f:8b:01,-110,1
9c:50:ee:3f:9e:e0,-64,1
9c:50:ee:3f:91:e1,-110,1
ac:4e:91:4b:eb:c1,-110,1
9c:50:ee:30:31:20,-110,1
9c:50:ee:3f:91:60,-110,1
9c:50:ee:3f:91:61,-110,1
12:18:d6:95:93:1e,-110,1
9c:50:ee:3f:95:a0,-110,1
9c:50:ee:3f:72:a0,-110,1
ac:4e:91:61:20:81,-73,1
9c:50:ee:3f:73:20,-110,1
78:eb:14:e7:2a:82,-110,1
9c:50:ee:3f:92:a1,-110,1
9c:50:ee:3f:7e:e1,-110,1
9c:50:ee:3f:92:41,-110,1
9c:50:ee:30:3f:c1,-110,1
b0:75:d5:5f:c5:2f,-110,1
9c:50:ee:3f:92:81,-70,1
b0:75:d5:5f:c5:37,-110,1
9c:50:ee:3f:9c:a0,-110,1
ac:4e:91:61:21:a1,-110,1
9c:50:ee:30:31:21,-110,1
ec:17:2f:4a:cf:fc,-110,1
9c:50:ee:30:37:a0,-110,1
ac:4e:91:61:1f:c0,-110,1
9c:50:ee:3f:9f:20,-110,1
9c:50:ee:3f:a1:e0,-110,1
9c:50:ee:3f:75:c1,-110,1
d4:ee:07:01:9d:4e,-110,1
ac:4e:91:61:1f:e1,-110,1
9c:50:ee:30:39:e1,-110,1
9c:50:ee:3f:71:80,-110,1
9c:50:ee:30:45:61,-110,1
9c:50:ee:30:30:80,-110,1
e2:75:d5:80:84:cd,-110,1
9c:50:ee:3f:8d:21,-110,1
9c:50:ee:3f:8b:a0,-110,1
9c:50:ee:30:45:c1,-110,1
9c:50:ee:30:46:21,-110,1
9c:50:ee:3f:92:80,-56,1
ac:4e:91:49:fc:c0,-80,1
9c:50:ee:3f:9c:21,-110,1
3c:46:d8:58:64:c9,-110,1
b0:75:d5:5f:d4:38,-110,1
9c:50:ee:3f:98:c0,-110,1
ac:4e:91:61:1f:c1,-82,1
ac:4e:91:49:fd:41,-88,1
a8:58:40:59:a8:41,-110,1
9c:50:ee:3f:8b:00,-110,1
9c:50:ee:30:37:a1,-110,1
9c:50:ee:30:30:c1,-110,1
9c:50:ee:3f:95:a1,-110,1
9c:50:ee:3f:8f:e0,-110,1
9c:50:ee:3f:8a:61,-110,1
9c:50:ee:3f:7e:e0,-110,1
c2:75:d5:80:84:cd,-110,1
9c:50:ee:3f:a2:e0,-89,1
a8:15:4d:f5:f1:26,-110,1
9c:50:ee:3f:8b:a1,-110,1
9c:50:ee:3f:9d:a1,-86,1
9c:50:ee:3f:8a:60,-110,1
9c:50:ee:30:34:00,-110,1
28:2c:b2:fd:07:b9,-110,1
ec:26:ca:d6:62:39,-110,1
9c:50:ee:30:30:81,-81,1
ac:4e:91:61:21:61,-110,1
9c:50:ee:3f:8a:40,-110,1
9c:50:ee:30:35:01,-110,1
9c:50:ee:3f:84:a0,-110,1
9c:50:ee:30:45:21,-90,1
9c:50:ee:3f:75:c0,-110,1
9c:50:ee:3f:8d:20,-110,1
9c:50:ee:3f:91:e0,-110,1
00:1e:a8:08:bc:a3,-110,1
ac:4e:91:61:1f:e0,-82,1
9c:50:ee:3f:93:a1,-110,1
a8:58:40:59:ac:81,-88,1
9c:50:ee:30:36:81,-110,1
52:a5:89:79:19:ab,-110,1
ac:4e:91:61:21:81,-70,1
9c:50:ee:3f:92:40,-110,1
b0:75:d5:5f:d4:57,-78,1
9c:50:ee:3f:93:80,-110,1
9c:50:ee:3f:89:81,-110,1
9c:50:ee:3f:93:a0,-110,1
9c:50:ee:3f:73:01,-110,1
dc:fe:18:58:fd:3a,-110,1
9c:50:ee:3f:91:21,-78,1
9c:50:ee:30:45:c0,-110,1
9c:50:ee:3f:76:40,-110,1
9c:50:ee:3f:90:a1,-110,1
9c:50:ee:3f:7e:61,-110,1
9c:50:ee:3f:79:61,-110,1
9c:50:ee:30:42:20,-110,1
38:46:08:c9:87:0c,-110,1
9c:50:ee:30:3d:c0,-110,1
9c:50:ee:3f:9e:a1,-110,1
b0:75:d5:80:84:cd,-110,1
9c:50:ee:3f:9c:a1,-110,1
9c:50:ee:3f:73:21,-110,1
9c:50:ee:30:3f:c0,-110,1
9c:50:ee:3f:8a:20,-110,1
9c:50:ee:3f:99:c0,-110,1
9c:50:ee:3f:99:01,-110,1
9c:50:ee:3f:71:e0,-110,1
9c:50:ee:3f:8d:a1,-110,1
9c:50:ee:3f:74:21,-110,1
d4:b1:10:ac:62:41,-110,1
a8:58:40:59:ab:e0,-110,1
4c:e6:76:64:df:00,-110,1
9c:50:ee:30:36:80,-110,1
9c:50:ee:3f:74:81,-110,1
9c:50:ee:3f:9e:e1,-64,1
9c:50:ee:3f:90:80,-110,1
9c:50:ee:3f:a2:20,-110,1
9c:50:ee:3f:9e:a0,-110,1
ac:4e:91:61:21:60,-72,1
9c:50:ee:3f:a0:c1,-110,1
d8:c8:e9:52:da:60,-110,1
9c:50:ee:3f:90:81,-110,1
9c:50:ee:3f:a2:21,-110,1
ac:4e:91:49:fc:c1,-87,1
9c:50:ee:3f:98:c1,-110,1
9c:50:ee:3f:90:21,-110,1
9c:50:ee:3f:90:61,-79,1
9c:50:ee:3f:9d:a0,-110,1
9c:50:ee:3f:9c:60,-110,1
ac:4e:91:49:fd:40,-110,1
9c:50:ee:3f:8a:21,-110,1
cc:34:29:6d:f3:56,-79,1
b0:75:d5:5f:d3:b1,-89,1
a8:58:40:59:ac:80,-87,1
9c:50:ee:3f:91:c0,-110,1
9c:50:ee:3f:9f:21,-110,1
9c:50:ee:3f:93:81,-110,1
bc:85:56:78:5b:90,-110,1
9c:50:ee:3f:74:80,-89,1
4c:fa:ca:1f:41:40,-110,1
9c:50:ee:3f:9c:61,-110,1
88:25:93:61:65:78,-110,1
9c:50:ee:30:45:20,-110,1
ac:4e:91:4b:eb:c0,-89,1
9c:50:ee:30:38:c1,-110,1
9c:50:ee:3f:a1:e1,-110,1
9c:50:ee:30:46:20,-110,1
9c:50:ee:30:39:e0,-110,1
00:34:cb:48:94:aa,-110,1
9c:50:ee:3f:90:60,-77,1
a8:58:40:59:b5:01,-110,1
9c:50:ee:3f:90:20,-110,1
9c:50:ee:30:42:21,-88,1
ac:4e:91:61:1f:81,-110,1
0e:18:d6:95:93:1e,-110,1
9c:50:ee:3f:76:41,-110,1
8c:f2:28:27:62:84,-110,1
9c:50:ee:3f:a2:e1,-110,1
ac:4e:91:49:fb:a1,-110,1
9c:50:ee:3f:73:00,-110,1
ac:4e:91:61:20:a1,-87,1
8c:ab:8e:13:aa:3c,-110,1
9c:50:ee:3f:8b:21,-110,1
9c:50:ee:3f:92:a0,-86,1
ac:4e:91:61:20:80,-110,1
9c:50:ee:3f:89:80,-110,1
9c:50:ee:3f:99:c1,-110,1
90:72:40:16:ca:00,-83,1
9c:50:ee:3f:71:81,-110,1
9c:50:ee:30:45:60,-87,1
6e:72:e7:3f:05:1e,-110,1
a4:56:02:f0:35:c3,-110,1
c2:9f:db:e9:97:7b,-110,1
9c:50:ee:3f:91:c1,-110,1
ac:4e:91:61:20:a0,-110,1
0a:18:d6:95:93:1e,-110,1
d2:75:d5:80:84:cd,-110,1
bc:46:99:61:5b:78,-81,1
9c:50:ee:3f:79:60,-110,1
ac:4e:91:49:fb:a0,-85,1
a8:58:40:59:a8:40,-110,1
00:71:cc:2b:d0:7f,-110,1
9c:50:ee:3f:9e:61,-110,1
9c:50:ee:3f:74:20,-110,1
ac:4e:91:61:21:80,-86,1
c8:3a:35:49:60:44,-110,1
80:89:17:e8:e7:f8,-110,1
9c:50:ee:3f:8b:20,-110,1
9c:50:ee:3f:9e:60,-110,1
9c:50:ee:3f:91:20,-71,1
b0:75:d5:80:5c:8c,-110,1
9c:50:ee:3f:8f:e1,-110,1
9c:50:ee:3f:90:a0,-110,1
ac:4e:91:61:1f:80,-110,1
9c:50:ee:30:43:01,-110,1
9c:50:ee:30:30:c0,-110,1
a4:56:02:f0:35:c1,-110,1
b0:75:d5:5f:d4:3b,-110,1
9c:50:ee:3f:71:e1,-84,1
9c:50:ee:3f:99:00,-110,1
9c:50:ee:3f:7e:60,-110,1
9c:50:ee:3f:8b:01,-110,1
9c:50:ee:3f:9e:e0,-64,1
9c:50:ee:3f:91:e1,-110,1
ac:4e:91:4b:eb:c1,-110,1
9c:50:ee:30:31:20,-110,1
9c:50:ee:3f:91:60,-110,1
9c:50:ee:3f:91:61,-110,1
12:18:d6:95:93:1e,-110,1
9c:50:ee:3f:95:a0,-110,1
9c:50:ee:3f:72:a0,-110,1
ac:4e:91:61:20:81,-73,1
9c:50:ee:3f:73:20,-110,1
78:eb:14:e7:2a:82,-110,1
9c:50:ee:3f:92:a1,-110,1
9c:50:ee:3f:7e:e1,-110,1
9c:50:ee:3f:92:41,-110,1
9c:50:ee:30:3f:c1,-110,1
b0:75:d5:5f:c5:2f,-110,1
9c:50:ee:3f:92:81,-63,1
b0:75:d5:5f:c5:37,-110,1
9c:50:ee:3f:9c:a0,-110,1
ac:4e:91:61:21:a1,-110,1
9c:50:ee:30:31:21,-110,1
ec:17:2f:4a:cf:fc,-110,1
9c:50:ee:30:37:a0,-110,1
ac:4e:91:61:1f:c0,-80,1
9c:50:ee:3f:9f:20,-110,1
9c:50:ee:3f:a1:e0,-110,1
9c:50:ee:3f:75:c1,-110,1
d4:ee:07:01:9d:4e,-110,1
ac:4e:91:61:1f:e1,-110,1
9c:50:ee:30:39:e1,-110,1
9c:50:ee:3f:71:80,-110,1
9c:50:ee:30:45:61,-110,1
9c:50:ee:30:30:80,-87,1
e2:75:d5:80:84:cd,-110,1
9c:50:ee:3f:8d:21,-110,1
9c:50:ee:3f:8b:a0,-110,1
9c:50:ee:30:45:c1,-110,1
9c:50:ee:30:46:21,-110,1
9c:50:ee:3f:92:80,-56,1
ac:4e:91:49:fc:c0,-80,1
9c:50:ee:3f:9c:21,-110,1
3c:46:d8:58:64:c9,-110,1
b0:75:d5:5f:d4:38,-110,1
9c:50:ee:3f:98:c0,-110,1
ac:4e:91:61:1f:c1,-82,1
ac:4e:91:49:fd:41,-88,1
a8:58:40:59:a8:41,-110,1
9c:50:ee:3f:8b:00,-110,1
9c:50:ee:30:37:a1,-110,1
9c:50:ee:30:30:c1,-110,1
9c:50:ee:3f:95:a1,-110,1
9c:50:ee:3f:8f:e0,-110,1
9c:50:ee:3f:8a:61,-110,1
9c:50:ee:3f:7e:e0,-110,1
c2:75:d5:80:84:cd,-110,1
9c:50:ee:3f:a2:e0,-89,1
a8:15:4d:f5:f1:26,-110,1
9c:50:ee:3f:8b:a1,-110,1
9c:50:ee:3f:9d:a1,-86,1
9c:50:ee:3f:8a:60,-110,1
9c:50:ee:30:34:00,-110,1
28:2c:b2:fd:07:b9,-110,1
ec:26:ca:d6:62:39,-110,1
9c:50:ee:30:30:81,-81,1
ac:4e:91:61:21:61,-110,1
9c:50:ee:3f:8a:40,-110,1
9c:50:ee:30:35:01,-110,1
9c:50:ee:3f:84:a0,-110,1
9c:50:ee:30:45:21,-90,1
9c:50:ee:3f:75:c0,-110,1
9c:50:ee:3f:8d:20,-110,1
9c:50:ee:3f:91:e0,-110,1
00:1e:a8:08:bc:a3,-110,1
ac:4e:91:61:1f:e0,-82,1
9c:50:ee:3f:93:a1,-110,1
a8:58:40:59:ac:81,-88,1
9c:50:ee:30:36:81,-110,1
52:a5:89:79:19:ab,-110,1
ac:4e:91:61:21:81,-70,1
9c:50:ee:3f:92:40,-110,1
b0:75:d5:5f:d4:57,-76,1
9c:50:ee:3f:93:80,-110,1
9c:50:ee:3f:89:81,-110,1
9c:50:ee:3f:93:a0,-110,1
9c:50:ee:3f:73:01,-110,1
dc:fe:18:58:fd:3a,-110,1
9c:50:ee:3f:91:21,-78,1
9c:50:ee:30:45:c0,-110,1
9c:50:ee:3f:76:40,-110,1
9c:50:ee:3f:90:a1,-110,1
9c:50:ee:3f:7e:61,-110,1
9c:50:ee:3f:79:61,-110,1
9c:50:ee:30:42:20,-110,1
38:46:08:c9:87:0c,-110,1
9c:50:ee:30:3d:c0,-110,1
9c:50:ee:3f:9e:a1,-110,1
b0:75:d5:80:84:cd,-110,1
9c:50:ee:3f:9c:a1,-110,1
9c:50:ee:3f:73:21,-110,1
9c:50:ee:30:3f:c0,-110,1
9c:50:ee:3f:8a:20,-110,1
9c:50:ee:3f:99:c0,-110,1
9c:50:ee:3f:99:01,-110,1
9c:50:ee:3f:71:e0,-110,1
9c:50:ee:3f:8d:a1,-110,1
9c:50:ee:3f:74:21,-110,1
d4:b1:10:ac:62:41,-110,1
a8:58:40:59:ab:e0,-110,1
4c:e6:76:64:df:00,-110,1
9c:50:ee:30:36:80,-110,1
9c:50:ee:3f:74:81,-110,1
9c:50:ee:3f:9e:e1,-73,1
9c:50:ee:3f:90:80,-110,1
9c:50:ee:3f:a2:20,-110,1
9c:50:ee:3f:9e:a0,-110,1
ac:4e:91:61:21:60,-72,1
9c:50:ee:3f:a0:c1,-110,1
d8:c8:e9:52:da:60,-110,1
9c:50:ee:3f:90:81,-110,1
9c:50:ee:3f:a2:21,-110,1
ac:4e:91:49:fc:c1,-87,1
9c:50:ee:3f:98:c1,-110,1
9c:50:ee:3f:90:21,-110,1
9c:50:ee:3f:90:61,-79,1
9c:50:ee:3f:9d:a0,-110,1
9c:50:ee:3f:9c:60,-110,1
ac:4e:91:49:fd:40,-110,1
9c:50:ee:3f:8a:21,-110,1
cc:34:29:6d:f3:56,-79,1
b0:75:d5:5f:d3:b1,-89,1
a8:58:40:59:ac:80,-87,1
9c:50:ee:3f:91:c0,-110,1
9c:50:ee:3f:9f:21,-110,1
9c:50:ee:3f:93:81,-110,1
bc:85:56:78:5b:90,-110,1
9c:50:ee:3f:74:80,-89,1
4c:fa:ca:1f:41:40,-110,1
9c:50:ee:3f:9c:61,-110,1
88:25:93:61:65:78,-110,1
9c:50:ee:30:45:20,-110,1
ac:4e:91:4b:eb:c0,-89,1
9c:50:ee:30:38:c1,-110,1
9c:50:ee:3f:a1:e1,-110,1
9c:50:ee:30:46:20,-110,1
9c:50:ee:30:39:e0,-110,1
00:34:cb:48:94:aa,-110,1
9c:50:ee:3f:90:60,-77,1
a8:58:40:59:b5:01,-110,1
9c:50:ee:3f:90:20,-110,1
9c:50:ee:30:42:21,-88,1
ac:4e:91:61:1f:81,-110,1
0e:18:d6:95:93:1e,-110,1
9c:50:ee:3f:76:41,-110,1
8c:f2:28:27:62:84,-110,1
9c:50:ee:3f:a2:e1,-110,1
ac:4e:91:49:fb:a1,-110,1
9c:50:ee:3f:73:00,-110,1
ac:4e:91:61:20:a1,-87,1
8c:ab:8e:13:aa:3c,-110,1
9c:50:ee:3f:8b:21,-110,1
9c:50:ee:3f:92:a0,-86,1
ac:4e:91:61:20:80,-110,1
9c:50:ee:3f:89:80,-110,1
9c:50:ee:3f:99:c1,-110,1
90:72:40:16:ca:00,-83,1
9c:50:ee:3f:71:81,-110,1
9c:50:ee:30:45:60,-87,1
6e:72:e7:3f:05:1e,-110,1
a4:56:02:f0:35:c3,-110,1
c2:9f:db:e9:97:7b,-110,1
9c:50:ee:3f:91:c1,-110,1
ac:4e:91:61:20:a0,-110,1
0a:18:d6:95:93:1e,-110,1
d2:75:d5:80:84:cd,-110,1
bc:46:99:61:5b:78,-81,1
9c:50:ee:3f:79:60,-110,1
ac:4e:91:49:fb:a0,-85,1
a8:58:40:59:a8:40,-110,1
00:71:cc:2b:d0:7f,-110,1
9c:50:ee:3f:9e:61,-110,1
9c:50:ee:3f:74:20,-110,1
ac:4e:91:61:21:80,-86,1
c8:3a:35:49:60:44,-110,1
80:89:17:e8:e7:f8,-110,1
9c:50:ee:3f:8b:20,-110,1
9c:50:ee:3f:9e:60,-110,1
9c:50:ee:3f:91:20,-71,1
b0:75:d5:80:5c:8c,-110,1
9c:50:ee:3f:8f:e1,-110,1
9c:50:ee:3f:90:a0,-110,1
ac:4e:91:61:1f:80,-110,1
9c:50:ee:30:43:01,-110,1
9c:50:ee:30:30:c0,-110,1
a4:56:02:f0:35:c1,-110,1
b0:75:d5:5f:d4:3b,-110,1
9c:50:ee:3f:71:e1,-84,1
9c:50:ee:3f:99:00,-110,1
9c:50:ee:3f:7e:60,-110,1
9c:50:ee:3f:8b:01,-110,1
9c:50:ee:3f:9e:e0,-64,1
9c:50:ee:3f:91:e1,-110,1
ac:4e:91:4b:eb:c1,-110,1
9c:50:ee:30:31:20,-110,1
9c:50:ee:3f:91:60,-110,1
9c:50:ee:3f:91:61,-110,1
12:18:d6:95:93:1e,-110,1
9c:50:ee:3f:95:a0,-110,1
9c:50:ee:3f:72:a0,-110,1
ac:4e:91:61:20:81,-73,1
9c:50:ee:3f:73:20,-110,1
78:eb:14:e7:2a:82,-110,1
9c:50:ee:3f:92:a1,-110,1
9c:50:ee:3f:7e:e1,-110,1
9c:50:ee:3f:92:41,-110,1
9c:50:ee:30:3f:c1,-110,1
b0:75:d5:5f:c5:2f,-110,1
9c:50:ee:3f:92:81,-63,1
b0:75:d5:5f:c5:37,-110,1
9c:50:ee:3f:9c:a0,-110,1
ac:4e:91:61:21:a1,-110,1
9c:50:ee:30:31:21,-110,1
ec:17:2f:4a:cf:fc,-110,1
9c:50:ee:30:37:a0,-110,1
ac:4e:91:61:1f:c0,-80,1
9c:50:ee:3f:9f:20,-110,1
9c:50:ee:3f:a1:e0,-110,1
9c:50:ee:3f:75:c1,-110,1
d4:ee:07:01:9d:4e,-110,1
ac:4e:91:61:1f:e1,-110,1
9c:50:ee:30:39:e1,-110,1
9c:50:ee:3f:71:80,-110,1
9c:50:ee:30:45:61,-110,1
9c:50:ee:30:30:80,-87,1
e2:75:d5:80:84:cd,-110,1
9c:50:ee:3f:8d:21,-110,1
9c:50:ee:3f:8b:a0,-110,1
9c:50:ee:30:45:c1,-110,1
9c:50:ee:30:46:21,-110,1
9c:50:ee:3f:92:80,-56,1
ac:4e:91:49:fc:c0,-80,1
9c:50:ee:3f:9c:21,-110,1
3c:46:d8:58:64:c9,-110,1
b0:75:d5:5f:d4:38,-110,1
9c:50:ee:3f:98:c0,-110,1
ac:4e:91:61:1f:c1,-82,1
ac:4e:91:49:fd:41,-88,1
a8:58:40:59:a8:41,-110,1
9c:50:ee:3f:8b:00,-110,1
9c:50:ee:30:37:a1,-110,1
9c:50:ee:30:30:c1,-110,1
9c:50:ee:3f:95:a1,-110,1
9c:50:ee:3f:8f:e0,-110,1
9c:50:ee:3f:8a:61,-110,1
9c:50:ee:3f:7e:e0,-110,1
c2:75:d5:80:84:cd,-110,1
9c:50:ee:3f:a2:e0,-89,1
a8:15:4d:f5:f1:26,-110,1
9c:50:ee:3f:8b:a1,-110,1
9c:50:ee:3f:9d:a1,-86,1
9c:50:ee:3f:8a:60,-110,1
9c:50:ee:30:34:00,-110,1
28:2c:b2:fd:07:b9,-110,1
ec:26:ca:d6:62:39,-110,1
9c:50:ee:30:30:81,-81,1
ac:4e:91:61:21:61,-110,1
9c:50:ee:3f:8a:40,-110,1
9c:50:ee:30:35:01,-110,1
9c:50:ee:3f:84:a0,-110,1
9c:50:ee:30:45:21,-90,1
9c:50:ee:3f:75:c0,-110,1
9c:50:ee:3f:8d:20,-110,1
9c:50:ee:3f:91:e0,-110,1
00:1e:a8:08:bc:a3,-110,1
ac:4e:91:61:1f:e0,-82,1
9c:50:ee:3f:93:a1,-110,1
a8:58:40:59:ac:81,-88,1
9c:50:ee:30:36:81,-110,1
52:a5:89:79:19:ab,-110,1
ac:4e:91:61:21:81,-70,1
9c:50:ee:3f:92:40,-110,1
b0:75:d5:5f:d4:57,-76,1
9c:50:ee:3f:93:80,-110,1
9c:50:ee:3f:89:81,-110,1
9c:50:ee:3f:93:a0,-110,1
9c:50:ee:3f:73:01,-110,1
dc:fe:18:58:fd:3a,-110,1
9c:50:ee:3f:91:21,-78,1
9c:50:ee:30:45:c0,-110,1
9c:50:ee:3f:76:40,-110,1
9c:50:ee:3f:90:a1,-110,1
9c:50:ee:3f:7e:61,-110,1
9c:50:ee:3f:79:61,-110,1
9c:50:ee:30:42:20,-110,1
38:46:08:c9:87:0c,-110,1
9c:50:ee:30:3d:c0,-110,1
9c:50:ee:3f:9e:a1,-110,1
b0:75:d5:80:84:cd,-110,1
9c:50:ee:3f:9c:a1,-110,1
9c:50:ee:3f:73:21,-110,1
9c:50:ee:30:3f:c0,-110,1
9c:50:ee:3f:8a:20,-110,1
9c:50:ee:3f:99:c0,-110,1
9c:50:ee:3f:99:01,-110,1
9c:50:ee:3f:71:e0,-110,1
9c:50:ee:3f:8d:a1,-110,1
9c:50:ee:3f:74:21,-110,1
d4:b1:10:ac:62:41,-110,1
a8:58:40:59:ab:e0,-110,1
4c:e6:76:64:df:00,-110,1
9c:50:ee:30:36:80,-110,1
9c:50:ee:3f:74:81,-110,1
9c:50:ee:3f:9e:e1,-73,1
9c:50:ee:3f:90:80,-110,1
9c:50:ee:3f:a2:20,-110,1
9c:50:ee:3f:9e:a0,-110,1
ac:4e:91:61:21:60,-72,1
9c:50:ee:3f:a0:c1,-110,1
d8:c8:e9:52:da:60,-110,1
9c:50:ee:3f:90:81,-110,1
9c:50:ee:3f:a2:21,-110,1
ac:4e:91:49:fc:c1,-87,1
9c:50:ee:3f:98:c1,-110,1
9c:50:ee:3f:90:21,-110,1
9c:50:ee:3f:90:61,-79,1
9c:50:ee:3f:9d:a0,-110,1
9c:50:ee:3f:9c:60,-110,1
ac:4e:91:49:fd:40,-110,1
9c:50:ee:3f:8a:21,-110,1
cc:34:29:6d:f3:56,-79,1
b0:75:d5:5f:d3:b1,-89,1
a8:58:40:59:ac:80,-87,1
9c:50:ee:3f:91:c0,-110,1
9c:50:ee:3f:9f:21,-110,1
9c:50:ee:3f:93:81,-110,1
bc:85:56:78:5b:90,-110,1
9c:50:ee:3f:74:80,-89,1
4c:fa:ca:1f:41:40,-110,1
9c:50:ee:3f:9c:61,-110,1
88:25:93:61:65:78,-110,1
9c:50:ee:30:45:20,-110,1
ac:4e:91:4b:eb:c0,-89,1
9c:50:ee:30:38:c1,-110,1
9c:50:ee:3f:a1:e1,-110,1
9c:50:ee:30:46:20,-110,1
9c:50:ee:30:39:e0,-110,1
00:34:cb:48:94:aa,-110,1
9c:50:ee:3f:90:60,-77,1
a8:58:40:59:b5:01,-110,1
9c:50:ee:3f:90:20,-110,1
9c:50:ee:30:42:21,-110,1
ac:4e:91:61:1f:81,-110,1
0e:18:d6:95:93:1e,-110,1
9c:50:ee:3f:76:41,-110,1
8c:f2:28:27:62:84,-110,1
9c:50:ee:3f:a2:e1,-110,1
ac:4e:91:49:fb:a1,-110,1
9c:50:ee:3f:73:00,-110,1
ac:4e:91:61:20:a1,-87,1
8c:ab:8e:13:aa:3c,-110,1
9c:50:ee:3f:8b:21,-110,1
9c:50:ee:3f:92:a0,-86,1
ac:4e:91:61:20:80,-110,1
9c:50:ee:3f:89:80,-110,1
